number,image,sender_id,label,size,price
2333,8cc58313-b02b-459c-a280-682bc9711b91,260,Shirt,medium,203
2334,824224ea-df38-446b-a01e-ca078906bb93,41,Pants,large,826
2337,a19f7f8a-81a9-4028-ba4f-a286ee16a751,181,Longsleeve,small,429
2338,de478f22-21f5-4992-a22a-edc084336fe8,48,Dress,medium,947
2339,0999145e-6b23-4bee-8117-dbf4aaa83f1a,48,Shirt,large,302
2340,f66f8334-fa7c-44fb-a9db-2f4b0b407cf0,260,Skirt,large,387
2341,531a0307-e3d4-4ab5-b488-12932fd218f9,262,Longsleeve,small,144
2342,e70ec236-5794-47a3-af92-7eac764a16ad,260,T-Shirt,large,928
2343,fc1241ee-8540-4321-ad77-6dfc2dff7802,181,Longsleeve,medium,297
2344,2a711e77-ef04-47ca-8b5c-f1729d0ce04e,135,Dress,medium,315
2349,2f96b4e8-3af7-4b3f-9488-69a51df7a917,181,Hat,small,431
2351,5a8182bf-b422-44b1-96dc-e7e585e5eb11,147,T-Shirt,medium,126
2352,d7043df8-03b6-413c-ae3f-b96f0782e411,181,Hat,medium,265
2353,cd505f3c-ec21-4aef-adfe-ed8d8267cbcd,228,T-Shirt,small,417
2354,8e276d05-4a6a-4373-a6d7-6506159ca257,181,Pants,small,373
2355,5f569a69-0cee-47d8-b969-5e6678ca635a,48,T-Shirt,medium,482
2356,994e3773-5bb8-4826-a3c2-a403593e4c5e,260,Shirt,small,464
2357,20e44d00-fc8c-46d9-9349-c931850ec57a,127,Longsleeve,medium,202
2358,9725e568-4715-4920-a30c-7332d107727c,50,T-Shirt,large,602
2359,d750ad74-c300-4cec-9248-727163bd0ea5,8,Outwear,small,944
2361,b5b06bb1-7888-417e-b3c4-0a47569b18a2,260,Shirt,large,715
2363,3fc85a3e-04b3-4671-8829-f734902df41a,260,T-Shirt,medium,916
2364,9ae15e81-d0ca-4219-8adf-1a4231f6b98b,322,Longsleeve,small,268
2365,147f35c3-fd43-44c4-a212-86c5cf6545d4,260,T-Shirt,medium,727
2367,914abed6-9cdf-4728-afa3-9d100efda766,50,Pants,medium,517
2368,64c5d20e-7cec-4965-8c50-315389f44b22,181,Pants,small,455
2369,65550f31-b44f-462e-aec4-6dda5e478930,181,Pants,large,577
2370,0373fc11-3fca-4b92-8ae5-e208d53135a0,50,T-Shirt,medium,224
2371,04d651a3-4c1b-410c-9b92-d046fe6a33ba,260,Shirt,small,636
2372,248bed38-bb76-4d26-a510-26afa75dc811,8,T-Shirt,large,805
2373,a8ae86fb-ae1d-4c53-9009-9c8efeb54b0d,291,T-Shirt,small,995
2375,47408816-4d1f-4e11-adba-84dc27a3b9bf,262,Pants,medium,501
2376,09cd286c-0fab-45b9-9152-322f32275ef7,8,Pants,small,616
2378,85bbf0ae-c8fa-408e-bf51-d2f12be45633,181,Pants,small,781
2379,34c466b5-ad3e-431e-9fb3-6326fd4b1940,322,Longsleeve,small,885
2380,79e8d176-99e8-4f89-88f5-d26d957405a2,48,T-Shirt,medium,353
2381,f2e3fe1f-fcf1-479e-9d48-3e45f07a5447,262,Longsleeve,small,220
2382,e9d146d2-ae94-4d9a-95b6-c98241fb044b,260,T-Shirt,large,131
2384,009b3c31-fb62-45c0-be9a-37a5c238cb88,267,Dress,large,877
2386,74d4f5f3-d0fc-46df-80bd-c00f7144feff,127,T-Shirt,medium,788
2387,f545f01b-8f90-44f3-aae0-8efcaa439054,361,Pants,small,441
2388,6353a39b-1d2e-45bb-8c5c-05086772e962,8,Pants,medium,112
2389,2b3a5050-1533-4f69-a732-88e102b8e89d,260,Shirt,small,282
2390,636535d5-29a3-4492-9932-e2fdbfddc9b7,45,Longsleeve,small,756
2391,c3ebfb65-451d-4192-92f6-29d06875898f,262,Shirt,small,364
2392,b461138f-8bcc-45a1-9d7d-d91f195564a5,181,Longsleeve,medium,187
2393,2ef038be-5743-46fe-afa3-cfefec5fbf35,181,Pants,small,561
2394,9fdd7334-31fa-4038-a80d-456668fda43c,291,Shirt,medium,145
2395,1267fb67-35a0-4eda-965e-c13669cc868a,260,Longsleeve,large,491
2397,11bd32f7-4455-4d17-9607-031854e8db1f,260,Longsleeve,small,630
2400,de929bc4-1c06-4a46-9401-a1681cda0aff,48,Shirt,medium,844
2402,540febee-92d4-494a-b453-84d670feebe5,127,T-Shirt,small,862
2403,5dd38f14-8fcc-415c-a07f-6712df46ac4c,181,Hat,large,861
2404,b5613279-a7fc-4d80-9d7d-df632d12c452,37,Shirt,small,893
2405,99df5351-ca44-4291-9fc6-844993b24280,262,Shoes,small,843
2408,297b1d2d-70d6-42d9-a6eb-5d28c59f1061,61,Pants,medium,607
2409,454fd50e-89eb-412b-b16c-17f1730ed9b5,37,Shoes,large,657
2410,d3798a33-8735-4284-b83e-bd7ce6a65319,181,Longsleeve,medium,625
2412,80bfaabb-dc55-4bad-af63-087a7659367d,127,T-Shirt,medium,930
2413,ef2140de-3312-4c7a-85e8-a84ad24c1aee,48,T-Shirt,large,939
2414,22010881-1ce3-4244-91de-e32574240a3e,267,Outwear,small,102
2415,3bdee391-66e0-4ea8-a2f2-8086a631c907,135,Dress,medium,127
2416,7eb185de-28ed-45bc-9696-47b0a70e9066,322,Longsleeve,small,480
2418,5e2e84d2-2031-4039-ad99-943480201f71,181,Longsleeve,large,954
2422,f84f31e8-449e-41e4-aab8-f874ac1ff31f,48,T-Shirt,medium,786
2423,b47ca626-8848-43e5-9b9a-70217872523f,48,Dress,small,213
2424,56f8579b-7609-499c-b95e-6be249d855d3,181,Pants,large,488
2426,6b2a4812-5f04-40ca-aba3-f66607934a7e,61,Pants,small,942
2427,8f945c82-4d26-4c26-a525-bd785b7d73c9,126,Shoes,medium,349
2429,eae092a5-8a1c-49d6-88f6-1ee8c71c0e07,41,Shorts,large,814
2430,7a6e7ddb-ac03-4d78-9d71-75320e5913da,181,Pants,small,414
2431,5ebe8a72-4772-4573-a291-56ba5c418da5,54,T-Shirt,medium,338
2433,d72721d7-59cd-48bd-9da0-4bff5ae40684,260,T-Shirt,large,402
2434,ef836eac-b9f5-4510-a3b2-54be1a2d43e7,181,Longsleeve,medium,706
2435,3f0123ba-6933-4d5a-b9d0-01cd913bce09,8,T-Shirt,small,752
2436,1042a9df-2411-4f6c-b156-1d0d94e2f6ed,61,Pants,medium,433
2438,fdbcfdcd-5deb-4a20-9aef-b708831ef774,284,Skirt,medium,720
2439,dbba88e8-ed05-4c1d-81e6-2b148a3a7396,41,Shirt,medium,461
2440,fe326a13-1d99-49d2-adc2-32538381a486,181,Hat,medium,956
2443,d1545351-af54-4eb2-b290-c2ab690fdfde,260,Longsleeve,medium,946
2444,833cea61-c79a-4481-8082-8c0fe309c194,8,Dress,small,115
2445,c614a09e-9683-4d53-8387-de6db3d5e306,260,T-Shirt,large,655
2446,e1cac9ff-3c67-4075-9c91-b6535b9276cd,181,Shirt,medium,475
2448,a723b30f-a5a7-48c7-8bbb-24bb67a9a804,181,Longsleeve,medium,489
2449,25150f34-5814-4a0c-bd10-54d55c9f5e89,322,T-Shirt,medium,719
2450,99a130ca-5fe5-4f68-afd6-830e26baf2c8,181,Shirt,medium,316
2451,876c8eb7-3f0a-4a47-a040-83ceb14b97c9,322,T-Shirt,small,498
2452,6f6325fd-7c5b-48b7-9daf-d64666bcd93b,48,T-Shirt,small,359
2453,b1ab5c71-a596-487a-bd92-91144c4fb7c6,260,T-Shirt,small,923
2455,0dbc39f0-2048-4580-ad8b-a2540265a414,260,T-Shirt,large,295
2456,4cdaba0c-fc3d-4ca8-9cdf-7ae20829dc0b,267,Longsleeve,small,577
2457,4332be6c-e992-4dab-8be4-823c183f8249,37,Shorts,large,517
2458,ffb8b476-17bc-4f7f-8f37-4ae8e6007128,291,T-Shirt,medium,574
2459,489c6fad-0314-4563-92f4-57be938c86b2,181,Shorts,medium,706
2460,f84f940b-f9b2-4004-b55a-0aadfaa08e38,322,Longsleeve,medium,667
2462,01e42413-5514-46d0-8e44-8060d5410dee,45,Outwear,large,330
2463,ded36392-a2db-483c-955d-c4b7987446da,48,Shirt,small,983
2464,b3c63b96-fd94-4531-9807-dd2c703d54fd,45,T-Shirt,large,620
2465,394369f5-06b8-46bf-814d-72f7ddf8db45,181,Outwear,medium,802
2466,ad82f227-e35f-4268-a6e3-ef417bf96656,260,Skirt,small,972
2470,78043895-d366-406a-a5a2-18d865e87ada,291,Pants,small,698
2472,a94791db-897f-4f65-9741-200ee61e911d,54,Longsleeve,small,410
2473,0acef3a8-51f3-42ce-8842-10e4898c0a0f,48,T-Shirt,medium,687
2474,b7869275-b3e7-4af3-a86c-871e1c044866,267,Longsleeve,small,997
2475,095d4783-afba-4c68-93ae-30bc35f02cfd,181,Longsleeve,medium,752
2478,da574a07-2f53-4b74-a236-16884a68893c,8,Longsleeve,large,999
2480,3901a67e-e2da-483f-89ac-e0472b33e5a9,8,Pants,small,533
2482,f68947a8-6f6b-4461-ab13-81c285908509,260,Dress,medium,659
2483,0fd555fa-ad38-4daa-98cc-ad25382a4f26,48,T-Shirt,small,990
2484,bf9ebb31-3120-457f-82e0-41be27999bac,197,Shorts,medium,177
2485,f76c45fe-f4ec-4887-bb73-440c92822501,48,T-Shirt,small,641
2486,8ede80c5-5604-4d69-9c1a-4aa7711a02ec,48,Skirt,large,384
2487,6ed51ea9-b1a2-4571-81c8-1b88905fa29f,48,T-Shirt,medium,747
2488,659e9d00-de99-4565-b9ca-930664dff6fd,228,T-Shirt,small,239
2489,2fb68610-0213-47ed-b7a3-f8268ffff8f9,262,Shoes,medium,652
2491,ef807da0-441e-47aa-a707-ce5c8a86d3ba,322,Pants,small,661
2492,685ae610-4c8d-421c-8a6e-22c64ba3ad02,181,Outwear,medium,357
2493,d44c49f4-e694-4ee6-a839-1579543b8e04,50,Skirt,large,922
2494,0b1cc7a6-be78-45e6-be22-2ad00b107328,260,T-Shirt,small,459
2495,638f066a-218c-4850-9771-4883a908d6a3,181,T-Shirt,small,539
2496,ee23222a-f46f-4044-abb2-0a5d1795da36,260,Shirt,small,369
2497,26a76e1f-3839-453b-91b2-18ad230d09c3,126,T-Shirt,large,233
2498,70bf54e7-fa1b-4e28-b41d-1fa460f6d05d,260,Longsleeve,large,845
2499,3a302a79-82d8-42ff-a4b9-41697ff6442e,50,T-Shirt,medium,739
2500,d2db3c6a-605a-450c-b21f-dc5af1a513b1,284,Dress,large,203
2501,628d1234-90c7-41fd-b761-2697b5b528c9,126,Skirt,medium,865
2502,ec4a6e11-9ee3-4729-8d5e-894e0a8d9405,181,Pants,medium,194
2503,10cc325b-f31b-4acd-adcc-ed668da293bf,41,Shirt,large,948
2504,50e71e97-c2e7-4350-a5d2-04f57710b53b,160,T-Shirt,medium,828
2506,f242fb73-77c7-4933-9291-1cf44b56ba2e,260,Dress,medium,579
2507,362c02ba-fd5e-435b-b26e-5b9383aaca2d,48,T-Shirt,large,879
2508,527fd818-556f-420a-8fbd-8bea64dea5a2,322,Longsleeve,large,340
2509,4127da38-89eb-4b8e-a0b5-00150223f73f,260,T-Shirt,medium,112
2510,41aa66b1-debe-4669-aa91-a117d0a83519,260,Shirt,small,246
2511,c9bfd1da-5e50-473d-b69f-0e606cded8dd,260,T-Shirt,medium,851
2512,074e0101-337d-404e-9288-44902cc0f0b9,260,T-Shirt,large,700
2513,03a59318-7ada-46a4-910f-da7cf4e2713b,181,Shirt,small,194
2518,c171c43f-3a6d-4a5c-9aaa-fbed10502350,8,T-Shirt,large,604
2519,e68d769d-dad8-4d26-b940-2c3253d0b072,291,T-Shirt,medium,265
2520,8d19dfbe-1d4a-4e4e-b4be-da8aae7bda45,260,T-Shirt,medium,861
2521,0eb7bab9-e735-416f-a4cf-74535a7563fe,260,Shirt,medium,186
2522,d6d72696-29b1-4dd7-955a-8c99498842ca,322,T-Shirt,medium,753
2523,8fe33c5f-218a-41f0-9ccb-7f8898b58c63,260,T-Shirt,medium,745
2524,414cf5c9-f0eb-4f7e-a20a-7ef77ef2e06f,267,Longsleeve,large,890
2525,bf8654c3-da26-4b26-bfed-9682675ab8b6,228,T-Shirt,large,737
2526,c1fe04e9-f2b4-4da8-a3cd-e11106c1a4cc,262,Shorts,medium,927
2528,8af41bb9-0a8c-41bd-87b9-66c11812929a,54,T-Shirt,large,240
2529,06a5caaa-f9db-45a1-9bc1-e3e1c525a216,291,T-Shirt,small,967
2530,81ca48c2-cf88-4791-9eb3-ed0fe53f805a,126,Hat,large,202
2531,186eb9e1-79fa-4aba-97c8-f2da0e6a2413,291,Longsleeve,medium,325
2532,babf31fc-abbe-42d2-9e78-794e8052949e,260,Dress,large,674
2534,249788eb-c7d1-470e-8872-196e9010db7b,48,Shorts,large,995
2535,226e8676-f121-4601-a544-a204fc0541c2,8,Longsleeve,medium,405
2536,d56b676e-1f28-4c56-96d6-070237e2a43f,181,Hat,medium,353
2538,be08b4a1-37cb-46c0-8287-b1d59c0b6aa6,179,Pants,medium,139
2539,8f865a22-2ee6-4497-8231-f88da469d701,181,Shorts,small,875
2540,2beabf58-5224-41ea-80d7-bd9b0cb3cac6,181,Shorts,medium,800
2541,94287d7c-aa4c-4dc3-b728-0a239badefb7,291,Shirt,small,619
2542,ac433ea3-8c45-4ca3-9a90-32eb4b7438a7,291,T-Shirt,small,715
2543,fcd12553-82a2-4235-9695-438e001a531e,181,Shirt,medium,836
2544,162e3320-b612-47c0-a521-88e916c5c8fd,48,T-Shirt,small,645
2546,372787ed-7a3c-42b5-87b9-91c28567eb72,181,Shorts,medium,562
2548,06c96380-f7bc-46ca-a3fc-9288181f1f69,197,Longsleeve,medium,799
2549,9e4d4f1b-70f1-4063-84f5-a04afcedcd5d,50,Pants,medium,924
2551,2adfd297-5e23-449b-bb28-b35a361b4645,50,Pants,small,529
2553,ed2917b0-98b7-444f-b91e-9cc35d544af2,181,Longsleeve,large,442
2554,78028e0e-6caf-4a40-a313-e9244facd689,260,Shirt,small,139
2555,6afd5c40-28fd-4673-b87e-dd03e9411979,181,Shorts,medium,272
2557,f30ba8bd-dbb8-4670-8d1b-fd13f0972296,291,Pants,small,278
2558,f87a55fb-2d0b-402b-b674-7c00a9aa4cd9,260,Longsleeve,small,697
2559,5638d782-4a13-49be-9318-77c40aab7a3c,181,Pants,medium,232
2560,554316b9-05a9-4d28-9b5d-2455e78f82b8,181,Pants,small,450
2561,1f0f0d60-7a02-46e9-b875-e206c1d8995b,61,Shorts,medium,624
2562,041cea74-d96a-45ff-a8e2-d311ee0f21d8,181,Pants,small,639
2563,0e2b92c8-c89b-43f9-9364-a5316cb164fc,260,T-Shirt,large,605
2564,28f642a1-d171-4af0-8bcf-4bce9a2ff55c,291,Shirt,small,183
2566,23734b82-ce10-4d5a-819d-aaa3bad90982,41,Longsleeve,large,929
2568,cddf9d3b-d75c-4915-9710-85d497a76476,8,Pants,medium,442
2569,8519abcb-e9e7-44ba-812f-81ece738126f,291,Shirt,small,379
2570,487a1586-b8bc-45e7-9af1-9f4fcec9c181,260,T-Shirt,large,965
2572,d073241f-b863-4f87-9aeb-c4c99317fc70,48,T-Shirt,small,265
2573,96f5353a-dec4-40c8-a8de-45793ee98bea,291,Pants,large,392
2574,b1caeb6f-8fdd-4415-a75b-4d8d2d895561,50,T-Shirt,medium,608
2575,c3bd5d6b-62fd-4be0-90c1-ab1a3a23c116,262,Longsleeve,medium,679
2577,1015f2a4-265d-4d43-b697-17c5735cf46d,50,Pants,large,269
2578,0cb3a527-be77-4ba9-9430-c097a45d4db5,181,Outwear,large,697
2579,c9ae97dd-eeb4-4ada-b7e2-b2728cf5758f,262,Pants,large,744
2580,9618ffb2-9d35-4455-8d9b-d47efdd1fb06,45,Longsleeve,small,547
2581,59d4d94f-5a3e-4432-9f28-b2bf3d4db3b6,50,T-Shirt,large,789
2583,4ab46ac8-9031-4a33-8930-c6fdaafb420b,260,T-Shirt,medium,601
2584,45d99d85-955a-4fc3-bbb8-4429e40a3233,291,Pants,small,863
2585,bdc87406-2e14-4e6f-897e-1b08f843b533,322,T-Shirt,medium,626
2586,160c2e1c-48d5-4e31-8155-83152e2ad649,41,Dress,medium,834
2587,2c042b2c-a3cf-42e2-bb29-5e6dbd408647,181,Shirt,large,478
2588,dc9466c6-abd0-4df7-85ac-206cf8c54f74,260,Shorts,medium,300
2589,e60aa7a9-fb9f-479e-9d9e-59aae4aae093,260,Shirt,small,718
2590,da1eb101-497b-488e-9c23-9bb47bb7bf94,181,T-Shirt,large,349
2591,235230d6-8a23-4981-bc43-5e62c0570f44,45,Shirt,large,508
2593,bfebe88b-33b9-44d0-851e-599f35a2ddd9,262,Shirt,large,224
2596,111622d7-2852-4162-a972-3ddc2c01b4e6,45,Shirt,large,858
2597,38bf9790-f653-453b-96b4-72a298413eb7,8,Longsleeve,small,595
2598,c80b34be-95f3-4e04-8518-40af58d9f9b1,48,T-Shirt,small,777
2599,4cdf0860-1969-43db-9d4e-b255158c8fa0,45,Pants,medium,249
2600,a8e7055a-d23a-4c78-a2c4-2859c33d3bb7,61,T-Shirt,medium,974
2601,44b0c5e7-5174-421b-959c-720483509d5e,135,Longsleeve,large,442
2602,ddfd02ed-5717-4dfa-a7d6-277dbaec7f7d,262,Dress,large,679
2603,e4a2665e-3479-4890-aec0-fd531c555c97,8,Longsleeve,small,832
2605,daa36873-3c1b-46a8-92a8-aa134c8e474f,8,Pants,small,420
2606,d12dea46-234b-4704-a3a6-f7f8a9d8dca1,181,Pants,small,921
2608,8f630d7e-0df3-40f4-a40c-41f6386b68c9,260,Dress,small,631
2609,0142c777-baf8-4500-add9-6641b95b90ec,260,Longsleeve,medium,388
2610,1322a86d-a299-4bca-8da2-25120910079a,45,Longsleeve,large,588
2611,a85064d6-0f5d-4fce-9e3a-d1b5902c6098,181,Shirt,medium,591
2612,4e3ea56c-e4e4-4ac4-9981-3491f62a7815,54,Longsleeve,large,711
2613,a8fbce59-ff02-4109-b9d3-51bbc87399ec,54,T-Shirt,small,351
2614,d9024c75-93f8-4b22-aeff-f7966d924c57,181,Hat,large,176
2615,f3ca5280-6e74-44c6-ad14-f04ca1aee182,37,Pants,medium,746
2616,fd3361c0-a56f-46db-9012-6ee55840447b,260,T-Shirt,small,491
2618,ec2c79a8-662c-4081-a9ab-fdce6e49b730,181,Longsleeve,large,272
2619,f13cd156-4221-41da-b606-21445ca4c246,8,Outwear,large,974
2620,c777dda3-609e-42bb-b873-5f17a5e371ad,37,Pants,medium,300
2621,31547719-bfd1-404d-bc3f-d341489be26d,361,Shirt,medium,316
2622,14b030c6-7721-42c3-acdf-a4b2f9fad919,45,Longsleeve,large,475
2624,a5fa97cf-e45e-4a14-a001-93276576a58d,160,Shorts,small,685
2626,44b5af79-376f-4501-b1ef-e39ebca2a0b7,181,Outwear,small,898
2627,b94b8ac0-6119-4850-a688-8b59e8bc0ec3,260,Shirt,medium,867
2628,dec324bf-c2ff-4c7b-8d5a-96f17be58eb8,260,T-Shirt,large,111
2629,a4b37319-930b-4f46-bed6-bd108153ef0d,8,T-Shirt,medium,991
2630,8e06cd75-f99a-4df0-a148-64cb36b4ba51,267,Dress,medium,689
2632,3a57e723-774f-46fd-a94f-97f011b7afeb,48,T-Shirt,small,783
2633,0976f46d-d278-4f99-9929-418e60d42d3d,181,Shirt,medium,707
2634,b15f709d-f361-4dc0-a164-7dbcdf758a54,262,Pants,medium,917
2635,0c42c400-2c26-471f-93a9-40d00df87e6c,260,T-Shirt,large,472
2636,2ade25ae-89ae-4ba7-9bd7-761c55850e97,41,Pants,small,372
2637,8b6ecf4d-e0ec-4887-a539-9a98a2c833fd,181,Outwear,medium,996
2638,cf9072bb-2f02-4269-96a8-bfb1e41958e0,48,Shirt,large,790
2639,6a88ed88-4090-4874-92d7-fdc534b6df9f,50,Pants,medium,675
2640,d6e3ef75-dc58-453a-9fc5-af67aa90454d,260,T-Shirt,large,608
2643,3861b881-90d1-446d-ad1a-8b93e96dc935,48,T-Shirt,small,883
2644,f061dc7c-8582-4234-b0b6-bb2bc20d6e43,181,Outwear,small,418
2645,fcb9e84b-a040-4871-891e-8c43ed40bc25,181,Outwear,medium,943
2647,92234206-9018-416d-b558-b96ce85bf4ff,8,Pants,small,720
2648,626ea40f-13c8-464a-aa44-eb9b9c1ef5c9,50,T-Shirt,small,884
2649,0a69bc16-6adc-4563-8aa1-958c32f66524,262,Shorts,small,267
2650,ec57ef81-f09d-423d-ab18-5fc08803737b,260,T-Shirt,medium,496
2651,46e4c390-2154-4f6f-8c6f-e7805564d929,41,Skirt,small,279
2654,c5dddc11-a607-4784-b8d2-c30ecdad5be3,127,T-Shirt,large,690
2656,e44b1445-0f43-4387-a8d6-e9c2d46de5ec,48,T-Shirt,large,160
2657,b9e6ff63-efb5-483c-8243-d0853e1b9688,8,Dress,large,468
2658,c7ef3028-67fd-4c06-8f5b-265be89c554d,45,Outwear,small,220
2659,a00ec63e-b4b3-4d55-a3d3-7ff895b821d1,41,Longsleeve,large,818
2660,29a50158-569c-4597-ab58-184fa0256c51,48,Skirt,small,645
2661,ea4fad11-8486-4ecc-b62a-9edebab31001,48,Dress,medium,681
2662,6ccb3f12-7087-4303-a522-3a76d3db8ce6,267,Dress,medium,116
2663,300963e8-f469-471c-a7dd-9eed99ddad4f,181,Pants,medium,595
2664,9cb9ae19-00e1-4423-a940-a65200940627,181,Pants,medium,596
2667,af7796ed-3962-4494-bb0e-537e28304544,181,T-Shirt,small,414
2668,3395d7f5-fe79-448e-abec-fb6879feeddf,260,Outwear,small,168
2669,d4ad2ed2-92c7-4dd9-8a3a-c641a1c90f5a,181,Pants,medium,826
2670,8a7c9d42-e734-4811-8775-dc0734fa14d1,45,Pants,medium,260
2671,618876ca-630c-4eb4-98ca-07c60124ef54,260,Dress,small,713
2673,c67fe1be-51c6-44d6-afed-42d411f75427,284,T-Shirt,small,817
2674,9a87b9e5-ac39-4b3a-b550-ac2d5c38b2d6,61,Pants,small,244
2676,89728778-d8b4-4c0a-a408-6a953cdf6e34,45,Longsleeve,small,694
2678,544332ea-24e3-430d-83e4-870e427bca95,260,T-Shirt,small,368
2680,46d65d04-97a1-4bf3-bc3e-67c835a86fbe,322,Longsleeve,medium,798
2681,ded0c4cd-d106-4e54-a61f-c08da89d9a8d,48,Longsleeve,small,617
2682,387d935f-a648-4d15-9aca-ae74c1e7b2a5,262,Longsleeve,small,964
2683,ec4bc8b1-140d-4a9e-bfde-78f5710023ce,181,Pants,medium,449
2684,a9fe576c-a408-4b3f-80de-d9cb04d36360,260,Shirt,medium,209
2685,8eb3e51e-df75-43a5-be62-08e635a20edc,48,T-Shirt,medium,582
2686,4e1b78ba-f25e-49f7-b9f9-03c8cefaea66,61,Shorts,small,506
2687,5e07f77d-8060-4613-978d-add0a20973cb,48,Longsleeve,large,749
2688,6b519a8a-4755-455f-adc7-8b9f10286636,181,Outwear,large,150
2691,08973288-3d8b-4c07-9f2d-ce1392da54be,181,Pants,medium,575
2692,9f9ea5fe-6acb-4f44-a803-53678621a6c2,335,Pants,small,186
2693,6505e289-1236-4675-8430-ebcc52fe4ca6,8,Shorts,large,167
2694,3c9c2f96-3e55-4c75-9a21-bbbc6c7d96e7,181,Longsleeve,small,695
2695,9481b974-5fef-4f96-acc8-8b6c8b0416bb,181,Hat,large,141
2696,7d5a20ff-6431-404e-9870-78140166cf7a,262,Shoes,small,830
2697,f8aade97-3b1f-43d1-becb-9f12483fcc28,181,Dress,large,156
2698,88cdf53a-32a1-4993-99be-bac046165a2e,291,Pants,small,837
2700,b1fc61c2-8686-41a0-9ffc-b68ea8e4f1cd,8,Longsleeve,large,859
2704,f5ee2e83-56f7-4e2f-8c55-f13eaa37b37e,37,T-Shirt,large,211
2705,75b7e88f-093d-453a-9238-a91e18ef80f5,291,Shoes,large,864
2706,d7163666-0cc4-4bf8-b13a-04dee9a2a4f5,260,T-Shirt,small,810
2707,c866397d-ab4d-4723-87bc-ec72561034af,181,Dress,small,277
2708,b58fa44e-999a-4377-baff-90de8d61992a,135,Pants,large,125
2710,83cab907-b103-4c0f-92bb-dbe5b28bd7c5,322,Pants,small,857
2711,d09d4a13-040d-4a49-94da-7c1dcfa381b9,181,Shorts,small,630
2712,273e292f-4028-4ec0-b69f-2a6e50bd13f6,48,T-Shirt,small,876
2713,22d78476-595a-412d-861e-880264696556,37,Skirt,medium,416
2714,120db955-d975-4be6-b2d8-b09ab17e7b7c,8,Longsleeve,large,631
2717,d10acc75-b240-4e72-822e-7f1279ed7caa,322,Shoes,large,917
2719,158da473-03c6-4a14-ab32-e6f65c9f56fa,291,T-Shirt,large,345
2721,1fae808a-2c24-4790-8514-fd39e1a67219,322,Longsleeve,large,761
2722,2b8f8ba1-9264-4eeb-bdf5-0a141490db17,291,T-Shirt,large,495
2723,69c9f814-934a-47b7-a3d5-d107401207ff,291,Pants,medium,621
2725,4e087288-681e-4722-b9e5-929033c5d23e,181,Pants,small,835
2728,5f046ec9-4a0c-4c31-a80a-8f71f494d295,181,T-Shirt,medium,889
2729,be545b93-c60d-4be6-ae3a-64efd37b7fee,260,Dress,medium,373
2732,047b4988-aeb2-423b-8a2e-163477a6cae2,181,Hat,large,364
2734,abaf68d7-ed86-4bff-9154-fc39933f7af1,260,Shirt,small,125
2735,51d78d4d-daf5-46ec-be98-bded5ed36b11,50,T-Shirt,medium,568
2737,2a829e2e-44e8-4ec0-bd62-3664baea1fa0,41,T-Shirt,medium,575
2738,ee4d62e7-6dbc-4131-a394-c199fa564250,8,Outwear,large,455
2739,7227a650-a036-485a-80ea-58aac1c5500f,45,Shorts,small,125
2740,6c2dc101-fc49-4146-9564-ed71b0b17932,260,T-Shirt,medium,133
2741,8e9d465f-329c-4004-9532-d642696bcc91,322,Longsleeve,medium,363
2742,530c78c5-4fda-4abe-9f01-8d329524ab4f,322,Shoes,small,237
2743,58e81b94-b56b-4cab-85aa-c5990a81c249,322,Pants,small,915
2745,03b5fa92-c65d-4b45-820b-967e85f41ee2,181,Pants,medium,974
2746,3a55a101-9ff9-4fd3-945b-5c7d1ad67653,322,T-Shirt,large,853
2750,49abde14-a13d-4b18-8772-5567fc9f7ff8,322,Shirt,medium,730
2751,7274c3e4-817d-4667-96db-4b79ffddb3fd,181,Longsleeve,small,754
2752,8dd4871d-7522-4152-b837-cffb5f2cc261,8,Outwear,large,180
2753,a9cd6ecb-525c-478b-9cd9-d3bda76c51d8,48,Shirt,medium,856
2754,42a11cd4-2bb3-4db6-9bd3-baeac481b92d,291,Pants,medium,963
2755,2f8687c7-bdbf-449f-8528-639040681663,284,Skirt,small,969
2756,639705b1-9d37-4a12-bfe8-d9588a9204b4,262,Shorts,small,506
2757,0814ab03-e394-403a-9718-5ee0ee19f150,61,Longsleeve,large,673
2759,dec0cfa4-99d2-440e-9cf2-1f254d9042ac,126,Shoes,large,698
2760,fb3f29fb-ae30-41a5-84cd-c1e3ccad0307,260,T-Shirt,medium,710
2761,8b4eefe8-756b-4764-b790-4dc148b49eaf,322,Longsleeve,large,906
2762,d0526ba8-6e57-45c1-95e8-d542f87d99f6,260,Longsleeve,small,152
2763,d039bfd4-d924-4d83-9d8a-b15595e0080a,181,Outwear,medium,803
2764,12fdd808-d883-4428-9df0-c16e91cca103,50,T-Shirt,large,575
2765,7f82b581-a031-438f-9afc-7a0f111e8ca8,260,T-Shirt,small,691
2768,bbfb64cc-f0f9-470e-8b5a-eece4d4438fe,291,Pants,medium,586
2769,0e684087-83bf-4153-90f4-6f7ba6f25338,181,Pants,medium,937
2770,b8408eca-5f15-4351-830e-5a9f4ec6f526,322,Pants,small,805
2771,12dbb725-c49d-4993-ac78-c16cfe33dc9c,260,Shirt,medium,601
2772,ff0535f7-c9f4-47f7-8aae-373aa3e09f04,181,Shirt,medium,240
2773,97dc40b9-26ce-4607-a7c6-8177f36324f1,181,Pants,medium,719
